
Analyzing odd numbers 1 to 65535 (k=16):

Decimal  Binary             Win After  Max Bits   Head Grow  Extra Zeros  End Dec  End Bin           
39389    1001100111011101   1          16         0          2            14771    0011100110110011  
39391    1001100111011111   5          18         2          2            74783    10010010000011111 
39393    1001100111100001   1          16         0          1            29545    0111001101101001  
39395    1001100111100011   2          16         0          6            1385     0000010101101001  
39397    1001100111100101   1          16         0          3            7387     0001110011011011  
39399    1001100111100111   3          17         1          1            66487    10000001110110111 
39401    1001100111101001   1          16         0          1            29551    0111001101101111  
39403    1001100111101011   2          16         0          1            44329    1010110100101001  
39405    1001100111101101   1          16         0          2            14777    0011100110111001  
39407    1001100111101111   4          18         2          1            99751    11000010110100111 
39409    1001100111110001   1          16         0          1            29557    0111001101110101  
39411    1001100111110011   2          16         0          2            22169    0101011010011001  
39413    1001100111110101   1          16         0          4            3695     0000111001101111  
39415    1001100111110111   3          17         1          2            33257    1000000111101001  
39417    1001100111111001   1          16         0          1            29563    0111001101111011  
39419    1001100111111011   2          16         0          1            44347    1010110100111011  
39421    1001100111111101   1          16         0          2            14783    0011100110111111  
39423    1001100111111111   9          20         4          1            757795   10111001000000100011
39425    1001101000000001   1          16         0          1            29569    0111001110000001  
39427    1001101000000011   2          16         0          3            11089    0010101101010001  
39429    1001101000000101   1          16         0          3            7393     0001110011100001  
39431    1001101000000111   3          17         1          1            66541    10000001111101101 
39433    1001101000001001   1          16         0          1            29575    0111001110000111  
39435    1001101000001011   2          16         0          1            44365    1010110101001101  
39437    1001101000001101   1          16         0          2            14789    0011100111000101  
39439    1001101000001111   4          18         2          4            12479    0011000010111111  
39441    1001101000010001   1          16         0          1            29581    0111001110001101  
39443    1001101000010011   2          16         0          2            22187    0101011010101011  
39445    1001101000010101   1          16         0          5            1849     0000011100111001  
39447    1001101000010111   3          17         1          4            8321     0010000010000001  
39449    1001101000011001   1          16         0          1            29587    0111001110010011  
39451    1001101000011011   2          16         0          1            44383    1010110101011111  
39453    1001101000011101   1          16         0          2            14795    0011100111001011  
39455    1001101000011111   5          18         2          1            149809   100100100100110001
39457    1001101000100001   1          16         0          1            29593    0111001110011001  
39459    1001101000100011   2          16         0          4            5549     0001010110101101  
39461    1001101000100101   1          16         0          3            7399     0001110011100111  
39463    1001101000100111   3          17         1          1            66595    10000010000100011 
39465    1001101000101001   1          16         0          1            29599    0111001110011111  
39467    1001101000101011   2          16         0          1            44401    1010110101110001  
39469    1001101000101101   1          16         0          2            14801    0011100111010001  
39471    1001101000101111   4          18         2          1            99913    11000011001001001 
39473    1001101000110001   1          16         0          1            29605    0111001110100101  
39475    1001101000110011   2          16         0          2            22205    0101011010111101  
39477    1001101000110101   1          16         0          4            3701     0000111001110101  
39479    1001101000110111   3          17         1          2            33311    1000001000011111  
39481    1001101000111001   1          16         0          1            29611    0111001110101011  
39483    1001101000111011   2          16         0          1            44419    1010110110000011  
39485    1001101000111101   1          16         0          2            14807    0011100111010111  
39487    1001101000111111   6          19         3          8            1757     0000011011011101  
39489    1001101001000001   1          16         0          1            29617    0111001110110001  
39491    1001101001000011   2          16         0          3            11107    0010101101100011  
39493    1001101001000101   1          16         0          3            7405     0001110011101101  
39495    1001101001000111   3          17         1          1            66649    10000010001011001 
39497    1001101001001001   1          16         0          1            29623    0111001110110111  
39499    1001101001001011   2          16         0          1            44437    1010110110010101  
39501    1001101001001101   1          16         0          2            14813    0011100111011101  
39503    1001101001001111   4          18         2          2            49997    1100001101001101  
39505    1001101001010001   1          16         0          1            29629    0111001110111101  
39507    1001101001010011   2          16         0          2            22223    0101011011001111  
39509    1001101001010101   1          16         0          7            463      0000000111001111  
39511    1001101001010111   3          17         1          3            16669    0100000100011101  
39513    1001101001011001   1          16         0          1            29635    0111001111000011  
39515    1001101001011011   2          16         0          1            44455    1010110110100111  
39517    1001101001011101   1          16         0          2            14819    0011100111100011  
39519    1001101001011111   5          18         2          3            37513    1001001010001001  
39521    1001101001100001   1          16         0          1            29641    0111001111001001  
39523    1001101001100011   2          16         0          5            2779     0000101011011011  
39525    1001101001100101   1          16         0          3            7411     0001110011110011  
39527    1001101001100111   3          17         1          1            66703    10000010010001111 
39529    1001101001101001   1          16         0          1            29647    0111001111001111  
39531    1001101001101011   2          16         0          1            44473    1010110110111001  
39533    1001101001101101   1          16         0          2            14825    0011100111101001  
39535    1001101001101111   4          18         2          1            100075   11000011011101011 
39537    1001101001110001   1          16         0          1            29653    0111001111010101  
39539    1001101001110011   2          16         0          2            22241    0101011011100001  
39541    1001101001110101   1          16         0          4            3707     0000111001111011  
39543    1001101001110111   3          17         1          2            33365    1000001001010101  
39545    1001101001111001   1          16         0          1            29659    0111001111011011  
39547    1001101001111011   2          16         0          1            44491    1010110111001011  
39549    1001101001111101   1          16         0          2            14831    0011100111101111  
39551    1001101001111111   7          19         3          1            337891   1010010011111100011
39553    1001101010000001   1          16         0          1            29665    0111001111100001  
39555    1001101010000011   2          16         0          3            11125    0010101101110101  
39557    1001101010000101   1          16         0          3            7417     0001110011111001  
39559    1001101010000111   3          17         1          1            66757    10000010011000101 
39561    1001101010001001   1          16         0          1            29671    0111001111100111  
39563    1001101010001011   2          16         0          1            44509    1010110111011101  
39565    1001101010001101   1          16         0          2            14837    0011100111110101  
39567    1001101010001111   4          18         2          3            25039    0110000111001111  
39569    1001101010010001   1          16         0          1            29677    0111001111101101  
39571    1001101010010011   2          16         0          2            22259    0101011011110011  
39573    1001101010010101   1          16         0          5            1855     0000011100111111  
39575    1001101010010111   3          17         1          6            2087     0000100000100111  
39577    1001101010011001   1          16         0          1            29683    0111001111110011  
39579    1001101010011011   2          16         0          1            44527    1010110111101111  
39581    1001101010011101   1          16         0          2            14843    0011100111111011  
39583    1001101010011111   5          18         2          1            150295   100100101100010111
39585    1001101010100001   1          16         0          1            29689    0111001111111001  
39587    1001101010100011   2          16         0          4            5567     0001010110111111  
39589    1001101010100101   1          16         0          3            7423     0001110011111111  
39591    1001101010100111   3          17         1          1            66811    10000010011111011 
39593    1001101010101001   1          16         0          1            29695    0111001111111111  
39595    1001101010101011   2          16         0          1            44545    1010111000000001  
39597    1001101010101101   1          16         0          2            14849    0011101000000001  
39599    1001101010101111   4          18         2          1            100237   11000011110001101 
39601    1001101010110001   1          16         0          1            29701    0111010000000101  
39603    1001101010110011   2          16         0          2            22277    0101011100000101  
39605    1001101010110101   1          16         0          4            3713     0000111010000001  
39607    1001101010110111   3          17         1          2            33419    1000001010001011  
39609    1001101010111001   1          16         0          1            29707    0111010000001011  
39611    1001101010111011   2          16         0          1            44563    1010111000010011  
39613    1001101010111101   1          16         0          2            14855    0011101000000111  
39615    1001101010111111   6          19         3          1            225625   110111000101011001
39617    1001101011000001   1          16         0          1            29713    0111010000010001  
39619    1001101011000011   2          16         0          3            11143    0010101110000111  
39621    1001101011000101   1          16         0          3            7429     0001110100000101  
39623    1001101011000111   3          17         1          1            66865    10000010100110001 
39625    1001101011001001   1          16         0          1            29719    0111010000010111  
39627    1001101011001011   2          16         0          1            44581    1010111000100101  
39629    1001101011001101   1          16         0          2            14861    0011101000001101  
39631    1001101011001111   4          18         2          2            50159    1100001111101111  
39633    1001101011010001   1          16         0          1            29725    0111010000011101  
39635    1001101011010011   2          16         0          2            22295    0101011100010111  
39637    1001101011010101   1          16         0          6            929      0000001110100001  
39639    1001101011010111   3          17         1          3            16723    0100000101010011  
39641    1001101011011001   1          16         0          1            29731    0111010000100011  
39643    1001101011011011   2          16         0          1            44599    1010111000110111  
39645    1001101011011101   1          16         0          2            14867    0011101000010011  
39647    1001101011011111   5          18         2          2            75269    10010011000000101 
39649    1001101011100001   1          16         0          1            29737    0111010000101001  
39651    1001101011100011   2          16         0          7            697      0000001010111001  
39653    1001101011100101   1          16         0          3            7435     0001110100001011  
39655    1001101011100111   3          17         1          1            66919    10000010101100111 
39657    1001101011101001   1          16         0          1            29743    0111010000101111  
39659    1001101011101011   2          16         0          1            44617    1010111001001001  
39661    1001101011101101   1          16         0          2            14873    0011101000011001  
39663    1001101011101111   4          18         2          1            100399   11000100000101111 
39665    1001101011110001   1          16         0          1            29749    0111010000110101  
39667    1001101011110011   2          16         0          2            22313    0101011100101001  
39669    1001101011110101   1          16         0          4            3719     0000111010000111  
39671    1001101011110111   3          17         1          2            33473    1000001011000001  
39673    1001101011111001   1          16         0          1            29755    0111010000111011  
39675    1001101011111011   2          16         0          1            44635    1010111001011011  
39677    1001101011111101   1          16         0          2            14879    0011101000011111  
39679    1001101011111111   8          20         4          1            508477   1111100001000111101
39681    1001101100000001   1          16         0          1            29761    0111010001000001  
39683    1001101100000011   2          16         0          3            11161    0010101110011001  
39685    1001101100000101   1          16         0          3            7441     0001110100010001  
39687    1001101100000111   3          17         1          1            66973    10000010110011101 
39689    1001101100001001   1          16         0          1            29767    0111010001000111  
39691    1001101100001011   2          16         0          1            44653    1010111001101101  
39693    1001101100001101   1          16         0          2            14885    0011101000100101  
39695    1001101100001111   4          18         2          8            785      0000001100010001  
39697    1001101100010001   1          16         0          1            29773    0111010001001101  
39699    1001101100010011   2          16         0          2            22331    0101011100111011  
39701    1001101100010101   1          16         0          5            1861     0000011101000101  
39703    1001101100010111   3          17         1          4            8375     0010000010110111  
39705    1001101100011001   1          16         0          1            29779    0111010001010011  
39707    1001101100011011   2          16         0          1            44671    1010111001111111  
39709    1001101100011101   1          16         0          2            14891    0011101000101011  
39711    1001101100011111   5          18         2          1            150781   100100110011111101
39713    1001101100100001   1          16         0          1            29785    0111010001011001  
39715    1001101100100011   2          16         0          4            5585     0001010111010001  
39717    1001101100100101   1          16         0          3            7447     0001110100010111  
39719    1001101100100111   3          17         1          1            67027    10000010111010011 
39721    1001101100101001   1          16         0          1            29791    0111010001011111  
39723    1001101100101011   2          16         0          1            44689    1010111010010001  
39725    1001101100101101   1          16         0          2            14897    0011101000110001  
39727    1001101100101111   4          18         2          1            100561   11000100011010001 
39729    1001101100110001   1          16         0          1            29797    0111010001100101  
39731    1001101100110011   2          16         0          2            22349    0101011101001101  
39733    1001101100110101   1          16         0          4            3725     0000111010001101  
39735    1001101100110111   3          17         1          2            33527    1000001011110111  
39737    1001101100111001   1          16         0          1            29803    0111010001101011  
39739    1001101100111011   2          16         0          1            44707    1010111010100011  
39741    1001101100111101   1          16         0          2            14903    0011101000110111  
39743    1001101100111111   6          19         3          2            113177   11011101000011001 
39745    1001101101000001   1          16         0          1            29809    0111010001110001  
39747    1001101101000011   2          16         0          3            11179    0010101110101011  
39749    1001101101000101   1          16         0          3            7453     0001110100011101  
39751    1001101101000111   3          17         1          1            67081    10000011000001001 
39753    1001101101001001   1          16         0          1            29815    0111010001110111  
39755    1001101101001011   2          16         0          1            44725    1010111010110101  
39757    1001101101001101   1          16         0          2            14909    0011101000111101  
39759    1001101101001111   4          18         2          2            50321    1100010010010001  
39761    1001101101010001   1          16         0          1            29821    0111010001111101  
39763    1001101101010011   2          16         0          2            22367    0101011101011111  
39765    1001101101010101   1          16         0          8            233      0000000011101001  
39767    1001101101010111   3          17         1          3            16777    0100000110001001  
39769    1001101101011001   1          16         0          1            29827    0111010010000011  
39771    1001101101011011   2          16         0          1            44743    1010111011000111  
39773    1001101101011101   1          16         0          2            14915    0011101001000011  
39775    1001101101011111   5          18         2          5            9439     0010010011011111  
39777    1001101101100001   1          16         0          1            29833    0111010010001001  
39779    1001101101100011   2          16         0          5            2797     0000101011101101  
39781    1001101101100101   1          16         0          3            7459     0001110100100011  
39783    1001101101100111   3          17         1          1            67135    10000011000111111 
39785    1001101101101001   1          16         0          1            29839    0111010010001111  
39787    1001101101101011   2          16         0          1            44761    1010111011011001  
39789    1001101101101101   1          16         0          2            14921    0011101001001001  
39791    1001101101101111   4          18         2          1            100723   11000100101110011 
39793    1001101101110001   1          16         0          1            29845    0111010010010101  
39795    1001101101110011   2          16         0          2            22385    0101011101110001  
39797    1001101101110101   1          16         0          4            3731     0000111010010011  
39799    1001101101110111   3          17         1          2            33581    1000001100101101  
39801    1001101101111001   1          16         0          1            29851    0111010010011011  
39803    1001101101111011   2          16         0          1            44779    1010111011101011  
39805    1001101101111101   1          16         0          2            14927    0011101001001111  
39807    1001101101111111   7          19         3          2            170039   101001100000110111
39809    1001101110000001   1          16         0          1            29857    0111010010100001  
39811    1001101110000011   2          16         0          3            11197    0010101110111101  
39813    1001101110000101   1          16         0          3            7465     0001110100101001  
39815    1001101110000111   3          17         1          1            67189    10000011001110101 
39817    1001101110001001   1          16         0          1            29863    0111010010100111  
39819    1001101110001011   2          16         0          1            44797    1010111011111101  
39821    1001101110001101   1          16         0          2            14933    0011101001010101  
39823    1001101110001111   4          18         2          3            25201    0110001001110001  
39825    1001101110010001   1          16         0          1            29869    0111010010101101  
39827    1001101110010011   2          16         0          2            22403    0101011110000011  
39829    1001101110010101   1          16         0          5            1867     0000011101001011  
39831    1001101110010111   3          17         1          5            4201     0001000001101001  
39833    1001101110011001   1          16         0          1            29875    0111010010110011  
39835    1001101110011011   2          16         0          1            44815    1010111100001111  
39837    1001101110011101   1          16         0          2            14939    0011101001011011  
39839    1001101110011111   5          18         2          1            151267   100100111011100011
39841    1001101110100001   1          16         0          1            29881    0111010010111001  
39843    1001101110100011   2          16         0          4            5603     0001010111100011  
39845    1001101110100101   1          16         0          3            7471     0001110100101111  
39847    1001101110100111   3          17         1          1            67243    10000011010101011 
39849    1001101110101001   1          16         0          1            29887    0111010010111111  
39851    1001101110101011   2          16         0          1            44833    1010111100100001  
39853    1001101110101101   1          16         0          2            14945    0011101001100001  
39855    1001101110101111   4          18         2          1            100885   11000101000010101 
39857    1001101110110001   1          16         0          1            29893    0111010011000101  
39859    1001101110110011   2          16         0          2            22421    0101011110010101  
39861    1001101110110101   1          16         0          4            3737     0000111010011001  
39863    1001101110110111   3          17         1          2            33635    1000001101100011  
39865    1001101110111001   1          16         0          1            29899    0111010011001011  
39867    1001101110111011   2          16         0          1            44851    1010111100110011  
39869    1001101110111101   1          16         0          2            14951    0011101001100111  
39871    1001101110111111   6          19         3          1            227083   110111011100001011
39873    1001101111000001   1          16         0          1            29905    0111010011010001  
39875    1001101111000011   2          16         0          3            11215    0010101111001111  
39877    1001101111000101   1          16         0          3            7477     0001110100110101  
39879    1001101111000111   3          17         1          1            67297    10000011011100001 
39881    1001101111001001   1          16         0          1            29911    0111010011010111  
39883    1001101111001011   2          16         0          1            44869    1010111101000101  
39885    1001101111001101   1          16         0          2            14957    0011101001101101  
39887    1001101111001111   4          18         2          2            50483    1100010100110011  
39889    1001101111010001   1          16         0          1            29917    0111010011011101  
39891    1001101111010011   2          16         0          2            22439    0101011110100111  
39893    1001101111010101   1          16         0          6            935      0000001110100111  
39895    1001101111010111   3          17         1          3            16831    0100000110111111  
39897    1001101111011001   1          16         0          1            29923    0111010011100011  
39899    1001101111011011   2          16         0          1            44887    1010111101010111  
39901    1001101111011101   1          16         0          2            14963    0011101001110011  
39903    1001101111011111   5          18         2          2            75755    10010011111101011 
39905    1001101111100001   1          16         0          1            29929    0111010011101001  
39907    1001101111100011   2          16         0          6            1403     0000010101111011  
39909    1001101111100101   1          16         0          3            7483     0001110100111011  
39911    1001101111100111   3          17         1          1            67351    10000011100010111 
39913    1001101111101001   1          16         0          1            29935    0111010011101111  
39915    1001101111101011   2          16         0          1            44905    1010111101101001  
39917    1001101111101101   1          16         0          2            14969    0011101001111001  
39919    1001101111101111   4          18         2          1            101047   11000101010110111 
39921    1001101111110001   1          16         0          1            29941    0111010011110101  
39923    1001101111110011   2          16         0          2            22457    0101011110111001  
39925    1001101111110101   1          16         0          4            3743     0000111010011111  
39927    1001101111110111   3          17         1          2            33689    1000001110011001  
39929    1001101111111001   1          16         0          1            29947    0111010011111011  
39931    1001101111111011   2          16         0          1            44923    1010111101111011  
39933    1001101111111101   1          16         0          2            14975    0011101001111111  
39935    1001101111111111   10         21         5          1            1151455  100011001000111011111
39937    1001110000000001   1          16         0          1            29953    0111010100000001  
39939    1001110000000011   2          16         0          3            11233    0010101111100001  
39941    1001110000000101   1          16         0          3            7489     0001110101000001  
39943    1001110000000111   3          17         1          1            67405    10000011101001101 
39945    1001110000001001   1          16         0          1            29959    0111010100000111  
39947    1001110000001011   2          16         0          1            44941    1010111110001101  
39949    1001110000001101   1          16         0          2            14981    0011101010000101  
39951    1001110000001111   4          18         2          4            12641    0011000101100001  
39953    1001110000010001   1          16         0          1            29965    0111010100001101  
39955    1001110000010011   2          16         0          2            22475    0101011111001011  
39957    1001110000010101   1          16         0          5            1873     0000011101010001  
39959    1001110000010111   3          17         1          4            8429     0010000011101101  
39961    1001110000011001   1          16         0          1            29971    0111010100010011  
39963    1001110000011011   2          16         0          1            44959    1010111110011111  
39965    1001110000011101   1          16         0          2            14987    0011101010001011  
39967    1001110000011111   5          18         2          1            151753   100101000011001001
39969    1001110000100001   1          16         0          1            29977    0111010100011001  
39971    1001110000100011   2          16         0          4            5621     0001010111110101  
39973    1001110000100101   1          16         0          3            7495     0001110101000111  
39975    1001110000100111   3          17         1          1            67459    10000011110000011 
39977    1001110000101001   1          16         0          1            29983    0111010100011111  
39979    1001110000101011   2          16         0          1            44977    1010111110110001  
39981    1001110000101101   1          16         0          2            14993    0011101010010001  
39983    1001110000101111   4          18         2          1            101209   11000101101011001 
39985    1001110000110001   1          16         0          1            29989    0111010100100101  
39987    1001110000110011   2          16         0          2            22493    0101011111011101  
39989    1001110000110101   1          16         0          4            3749     0000111010100101  
39991    1001110000110111   3          17         1          2            33743    1000001111001111  
39993    1001110000111001   1          16         0          1            29995    0111010100101011  
39995    1001110000111011   2          16         0          1            44995    1010111111000011  
39997    1001110000111101   1          16         0          2            14999    0011101010010111  
39999    1001110000111111   6          19         3          3            56953    1101111001111001  
40001    1001110001000001   1          16         0          1            30001    0111010100110001  
40003    1001110001000011   2          16         0          3            11251    0010101111110011  
40005    1001110001000101   1          16         0          3            7501     0001110101001101  
40007    1001110001000111   3          17         1          1            67513    10000011110111001 
40009    1001110001001001   1          16         0          1            30007    0111010100110111  
40011    1001110001001011   2          16         0          1            45013    1010111111010101  
40013    1001110001001101   1          16         0          2            15005    0011101010011101  
40015    1001110001001111   4          18         2          2            50645    1100010111010101  
40017    1001110001010001   1          16         0          1            30013    0111010100111101  
40019    1001110001010011   2          16         0          2            22511    0101011111101111  
40021    1001110001010101   1          16         0          7            469      0000000111010101  
40023    1001110001010111   3          17         1          3            16885    0100000111110101  
40025    1001110001011001   1          16         0          1            30019    0111010101000011  
40027    1001110001011011   2          16         0          1            45031    1010111111100111  
40029    1001110001011101   1          16         0          2            15011    0011101010100011  
40031    1001110001011111   5          18         2          3            37999    1001010001101111  
40033    1001110001100001   1          16         0          1            30025    0111010101001001  
40035    1001110001100011   2          16         0          5            2815     0000101011111111  
40037    1001110001100101   1          16         0          3            7507     0001110101010011  
40039    1001110001100111   3          17         1          1            67567    10000011111101111 
40041    1001110001101001   1          16         0          1            30031    0111010101001111  
40043    1001110001101011   2          16         0          1            45049    1010111111111001  
40045    1001110001101101   1          16         0          2            15017    0011101010101001  
40047    1001110001101111   4          18         2          1            101371   11000101111111011 
40049    1001110001110001   1          16         0          1            30037    0111010101010101  
40051    1001110001110011   2          16         0          2            22529    0101100000000001  
40053    1001110001110101   1          16         0          4            3755     0000111010101011  
40055    1001110001110111   3          17         1          2            33797    1000010000000101  
40057    1001110001111001   1          16         0          1            30043    0111010101011011  
40059    1001110001111011   2          16         0          1            45067    1011000000001011  
40061    1001110001111101   1          16         0          2            15023    0011101010101111  
40063    1001110001111111   7          19         3          1            342265   1010011100011111001
40065    1001110010000001   1          16         0          1            30049    0111010101100001  
40067    1001110010000011   2          16         0          3            11269    0010110000000101  
40069    1001110010000101   1          16         0          3            7513     0001110101011001  
40071    1001110010000111   3          17         1          1            67621    10000100000100101 
40073    1001110010001001   1          16         0          1            30055    0111010101100111  
40075    1001110010001011   2          16         0          1            45085    1011000000011101  
40077    1001110010001101   1          16         0          2            15029    0011101010110101  
40079    1001110010001111   4          18         2          3            25363    0110001100010011  
40081    1001110010010001   1          16         0          1            30061    0111010101101101  
40083    1001110010010011   2          16         0          2            22547    0101100000010011  
40085    1001110010010101   1          16         0          5            1879     0000011101010111  
40087    1001110010010111   3          17         1          7            1057     0000010000100001  
40089    1001110010011001   1          16         0          1            30067    0111010101110011  
40091    1001110010011011   2          16         0          1            45103    1011000000101111  
40093    1001110010011101   1          16         0          2            15035    0011101010111011  
40095    1001110010011111   5          18         2          1            152239   100101001010101111
40097    1001110010100001   1          16         0          1            30073    0111010101111001  
40099    1001110010100011   2          16         0          4            5639     0001011000000111  
40101    1001110010100101   1          16         0          3            7519     0001110101011111  
40103    1001110010100111   3          17         1          1            67675    10000100001011011 
40105    1001110010101001   1          16         0          1            30079    0111010101111111  
40107    1001110010101011   2          16         0          1            45121    1011000001000001  
40109    1001110010101101   1          16         0          2            15041    0011101011000001  
40111    1001110010101111   4          18         2          1            101533   11000110010011101 
40113    1001110010110001   1          16         0          1            30085    0111010110000101  
40115    1001110010110011   2          16         0          2            22565    0101100000100101  
40117    1001110010110101   1          16         0          4            3761     0000111010110001  
40119    1001110010110111   3          17         1          2            33851    1000010000111011  
40121    1001110010111001   1          16         0          1            30091    0111010110001011  
40123    1001110010111011   2          16         0          1            45139    1011000001010011  
40125    1001110010111101   1          16         0          2            15047    0011101011000111  
40127    1001110010111111   6          19         3          1            228541   110111110010111101
40129    1001110011000001   1          16         0          1            30097    0111010110010001  
40131    1001110011000011   2          16         0          3            11287    0010110000010111  
40133    1001110011000101   1          16         0          3            7525     0001110101100101  
40135    1001110011000111   3          17         1          1            67729    10000100010010001 
40137    1001110011001001   1          16         0          1            30103    0111010110010111  
40139    1001110011001011   2          16         0          1            45157    1011000001100101  
40141    1001110011001101   1          16         0          2            15053    0011101011001101  
40143    1001110011001111   4          18         2          2            50807    1100011001110111  
40145    1001110011010001   1          16         0          1            30109    0111010110011101  
40147    1001110011010011   2          16         0          2            22583    0101100000110111  
40149    1001110011010101   1          16         0          6            941      0000001110101101  
40151    1001110011010111   3          17         1          3            16939    0100001000101011  
40153    1001110011011001   1          16         0          1            30115    0111010110100011  
40155    1001110011011011   2          16         0          1            45175    1011000001110111  
40157    1001110011011101   1          16         0          2            15059    0011101011010011  
40159    1001110011011111   5          18         2          2            76241    10010100111010001 
40161    1001110011100001   1          16         0          1            30121    0111010110101001  
40163    1001110011100011   2          16         0          8            353      0000000101100001  
40165    1001110011100101   1          16         0          3            7531     0001110101101011  
40167    1001110011100111   3          17         1          1            67783    10000100011000111 
40169    1001110011101001   1          16         0          1            30127    0111010110101111  
40171    1001110011101011   2          16         0          1            45193    1011000010001001  
40173    1001110011101101   1          16         0          2            15065    0011101011011001  
40175    1001110011101111   4          18         2          1            101695   11000110100111111 
40177    1001110011110001   1          16         0          1            30133    0111010110110101  
40179    1001110011110011   2          16         0          2            22601    0101100001001001  
40181    1001110011110101   1          16         0          4            3767     0000111010110111  
40183    1001110011110111   3          17         1          2            33905    1000010001110001  
40185    1001110011111001   1          16         0          1            30139    0111010110111011  
40187    1001110011111011   2          16         0          1            45211    1011000010011011  
40189    1001110011111101   1          16         0          2            15071    0011101011011111  
40191    1001110011111111   8          20         4          2            257519   111110110111101111
40193    1001110100000001   1          16         0          1            30145    0111010111000001  
40195    1001110100000011   2          16         0          3            11305    0010110000101001  
40197    1001110100000101   1          16         0          3            7537     0001110101110001  
40199    1001110100000111   3          17         1          1            67837    10000100011111101 
40201    1001110100001001   1          16         0          1            30151    0111010111000111  
40203    1001110100001011   2          16         0          1            45229    1011000010101101  
40205    1001110100001101   1          16         0          2            15077    0011101011100101  
40207    1001110100001111   4          18         2          5            6361     0001100011011001  
40209    1001110100010001   1          16         0          1            30157    0111010111001101  
40211    1001110100010011   2          16         0          2            22619    0101100001011011  
40213    1001110100010101   1          16         0          5            1885     0000011101011101  
40215    1001110100010111   3          17         1          4            8483     0010000100100011  
40217    1001110100011001   1          16         0          1            30163    0111010111010011  
40219    1001110100011011   2          16         0          1            45247    1011000010111111  
40221    1001110100011101   1          16         0          2            15083    0011101011101011  
40223    1001110100011111   5          18         2          1            152725   100101010010010101
40225    1001110100100001   1          16         0          1            30169    0111010111011001  
40227    1001110100100011   2          16         0          4            5657     0001011000011001  
40229    1001110100100101   1          16         0          3            7543     0001110101110111  
40231    1001110100100111   3          17         1          1            67891    10000100100110011 
40233    1001110100101001   1          16         0          1            30175    0111010111011111  
40235    1001110100101011   2          16         0          1            45265    1011000011010001  
40237    1001110100101101   1          16         0          2            15089    0011101011110001  
40239    1001110100101111   4          18         2          1            101857   11000110111100001 
40241    1001110100110001   1          16         0          1            30181    0111010111100101  
40243    1001110100110011   2          16         0          2            22637    0101100001101101  
40245    1001110100110101   1          16         0          4            3773     0000111010111101  
40247    1001110100110111   3          17         1          2            33959    1000010010100111  
40249    1001110100111001   1          16         0          1            30187    0111010111101011  
40251    1001110100111011   2          16         0          1            45283    1011000011100011  
40253    1001110100111101   1          16         0          2            15095    0011101011110111  
40255    1001110100111111   6          19         3          2            114635   11011111111001011 
40257    1001110101000001   1          16         0          1            30193    0111010111110001  
40259    1001110101000011   2          16         0          3            11323    0010110000111011  
40261    1001110101000101   1          16         0          3            7549     0001110101111101  
40263    1001110101000111   3          17         1          1            67945    10000100101101001 
40265    1001110101001001   1          16         0          1            30199    0111010111110111  
40267    1001110101001011   2          16         0          1            45301    1011000011110101  
40269    1001110101001101   1          16         0          2            15101    0011101011111101  
40271    1001110101001111   4          18         2          2            50969    1100011100011001  
